"access_code","access_days_time","date_last_confirmed","fuel_type_code","id","open_date","restricted_access","station_name","facility_type","latitude","longitude","city","state","street_address","zip","county"
"public","24 hours daily","2023-01-10","ELEC",74304,"2016-03-01",FALSE,"Town of Ocean City - Recreation and Parks","STANDALONE_STATION",38.430853,-75.059004,"Ocean City","MD","200 125th St","21842","Worcester County"
"public","24 hours daily","2023-01-10","ELEC",74345,"2016-03-22",FALSE,"Conservatory and Botanic Gardens","PARK",39.318709,-76.647197,"Baltimore","MD","3100 Swann Dr","21217","Baltimore City"
"public","24 hours daily","2022-11-10","ELEC",74346,"2016-03-14",FALSE,"Patterson Park","PARK",39.288621,-76.576047,"Baltimore","MD","200 S Linwood Ave","21224","Baltimore City"
"public","24 hours daily","2022-11-10","ELEC",74347,"2016-03-11",FALSE,"Maryland Center for Veterans Education and Training","OFFICE_BLDG",39.293619,-76.606356,"Baltimore","MD","301 N High St","21202","Baltimore City"
"public","24 hours daily","2023-05-06","ELEC",74561,"2016-03-31",NA,"MCDOT-PARKING GARAGE 61",NA,38.997286,-77.025565,"Silver Spring","MD","801 Ellsworth Dr","20910","Montgomery County"
"public","24 hours daily","2023-05-06","ELEC",74562,"2016-03-31",NA,"MCDOT-PARKING GARAGE 5",NA,38.99377,-77.02804,"Silver Spring","MD","1101 Bonifant St","20910","Montgomery County"
"public","24 hours daily","2023-05-06","ELEC",74563,"2016-03-31",NA,"MCDOT-PARKING GARAGE 36",NA,38.989358,-77.100196,"Bethesda","MD","4910 Auburn Ave","20814","Montgomery County"
"public","24 hours daily","2023-05-06","ELEC",74697,"2016-04-02",NA,"S SPRING BMW STATION 02",NA,39.078659,-76.945534,"Silver Spring","MD","3211 Automobile Blvd","20904","Montgomery County"
"public","24 hours daily","2023-01-10","ELEC",74845,"2016-04-01",FALSE,"Baltimore Public Works Museum","MUSEUM",39.284815,-76.603415,"Baltimore","MD","751 Eastern Ave","21202","Baltimore City"
"public","24 hours daily","2023-05-06","ELEC",75294,"2016-04-21",NA,"ROYAL FARMS RFS 102 DC #2",NA,39.380418,-76.428516,"White Marsh","MD","10740 Pulaski Hwy","21162","Baltimore County"
"public","24 hours daily","2023-05-06","ELEC",75526,"2016-05-04",NA,"EXELON LOWERLEVELGRG4",NA,39.28091,-76.598317,"Baltimore","MD","1401 Dock St","21231","Baltimore City"
"public","24 hours daily","2023-05-06","ELEC",76885,"2016-07-07",NA,"MTA MARC P OF ROCKS",NA,39.273776,-77.533331,"Point of Rocks","MD","4000 Clay St","21777","Frederick County"
"public","24 hours daily","2023-05-06","ELEC",76898,"2016-07-08",NA,"MTA MARC MARTIN AIR",NA,39.33776,-76.420385,"Middle River","MD","2778 MD-150","21220","Baltimore County"
"public","24 hours daily","2023-05-06","ELEC",76967,"2016-07-14",NA,"BMW OF BEL AIR STATION SA01",NA,39.522557,-76.358197,"Bel Air","MD","716 Belair Rd","21014","Harford County"
"private","Key card required; Call 410-685-1109 for more information","2022-01-10","ELEC",77180,"2016-05-23",NA,"City of Baltimore - Department of Public Works","MUNI_GOV",39.315293,-76.643737,"Baltimore","MD","2331 N Fulton Ave","21217","Baltimore City"
"private",NA,"2022-01-10","ELEC",77181,"2016-05-16",NA,"City of Baltimore - Parks Maintenance and Forestry Complex","MUNI_GOV",39.3223338,-76.6410022,"Baltimore","MD","3100 Shop Rd","21211","Baltimore City"
"private",NA,"2022-01-10","ELEC",77182,"2016-06-13",NA,"City of Baltimore - Ashburton Pumping Station","MUNI_GOV",39.322918,-76.66763,"Baltimore","MD","3099 Liberty Heights Ave","21216","Baltimore City"
"public","24 hours daily","2022-11-10","ELEC",77183,"2016-04-29",FALSE,"City of Takoma Park - Community Center","MUNI_GOV",38.981991,-77.010571,"Takoma Park","MD","7500 Maple Ave","20912","Montgomery County"
"public","24 hours daily","2022-11-10","ELEC",77184,"2016-05-03",FALSE,"City of Takoma Park - Junction Parking Lot","PARKING_LOT",38.978277,-77.005876,"Takoma Park","MD","7309 Carroll Ave","20912","Montgomery County"
"public","24 hours daily","2023-01-10","ELEC",77185,"2016-05-06",FALSE,"City of Takoma Park - Recreation Center","REC_SPORTS_FACILITY",38.982318,-76.987962,"Takoma Park","MD","7315 New Hampshire Ave","20912","Montgomery County"
"private","24 hours daily","2023-01-10","ELEC",77189,"2016-04-01",NA,"BioReliance","RESEARCH_FACILITY",39.101067,-77.201074,"Rockville","MD","9900 Blackwell Rd","20850","Montgomery County"
"public","Parking lot hours","2021-09-10","ELEC",77207,"2016-07-15",FALSE,"M&T Bank Stadium","ARENA",39.279829,-76.622383,"Baltimore","MD","1101 Russell St","21230","Baltimore City"
"public","24 hours daily","2022-11-10","ELEC",77398,"2016-07-28",FALSE,"Whalen Commons - East Parking Lot","PARK",39.145806,-77.412039,"Poolesville","MD","19721 Beall St","20837","Montgomery County"
"public","8am-8pm daily","2022-11-10","ELEC",77399,"2016-07-28",FALSE,"Poolesville Hardware","SHOPPING_CENTER",39.146667,-77.417222,"Poolesville","MD","19961 Fisher Ave","20837","Montgomery County"
"public","24 hours daily","2023-05-06","ELEC",77581,"2016-08-16",NA,"IBEWLOCAL26JATC LANHAM 2",NA,38.949449,-76.835461,"Lanham","MD","4371 Parliament Pl","20706","Prince George's County"
"private",NA,"2021-02-22","ELEC",77664,"2016-08-15",NA,"Naval Support Facility - Thurmont - Camp David","MIL_BASE",39.647535,-77.465905,"Thurmont","MD","Camp David","21788","Frederick County"
"public","24 hours daily","2023-05-06","ELEC",78376,"2016-09-09",NA,"GAITHERSBURG ACTIVITY CENTER",NA,39.133751,-77.194851,"Gaithersburg","MD","506 S Frederick Ave","20877","Montgomery County"
"public","24 hours daily","2023-05-06","ELEC",78377,"2016-09-09",NA,"GAITHERSBURG SENIOR CENTER",NA,39.145447,-77.216592,"Gaithersburg","MD","80 Bureau Dr","20878","Montgomery County"
"public","24 hours daily","2023-05-06","ELEC",78378,"2016-09-09",NA,"GAITHERSBURG OLD TOWNE",NA,39.141152,-77.194237,"Gaithersburg","MD","12 S Summit Ave","20877","Montgomery County"
"public","24 hours daily","2023-05-06","ELEC",78422,"2016-09-13",NA,"USFWS- PATUXENT NAT WL VIS CEN.",NA,39.027187,-76.798668,"Laurel","MD","10901 Scarlet Tanager Loop","20708","Prince George's County"
"public","Dealership business; Customer use only","2023-01-10","ELEC",78561,"2016-09-15",TRUE,"Tom Hodges Auto Sales & Service","CAR_DEALER",38.331636,-76.555135,"Hollywood","MD","24177 Tom Hodges Dr","20636","Saint Mary's County"
"public","24 hours daily","2023-05-06","ELEC",78847,"2016-10-05",NA,"PGCMLS LA LIBRARY 1",NA,39.103811,-76.856556,"Laurel","MD","507 7th St","20707","Prince George's County"
"public","24 hours daily","2023-05-06","ELEC",79236,"2016-10-22",NA,"MC FLEET POTOMAC REC CEN",NA,39.083801,-77.232427,"Rockville","MD","13860 Travilah Rd","20850","Montgomery County"
"public","Parking lot hours","2022-11-10","ELEC",79819,"2016-11-15",FALSE,"Hamilton Library","LIBRARY",39.356533,-76.558482,"Baltimore","MD","5910 Harford Rd","21214","Baltimore City"
"public","Parking lot hours","2022-11-10","ELEC",79820,"2016-07-01",FALSE,"Orleans Street Library","LIBRARY",39.29447,-76.599243,"Baltimore","MD","1303 Orleans St","21231","Baltimore City"
"public","Parking lot hours","2022-11-10","ELEC",79821,"2016-10-01",FALSE,"Reisterstown Road Library","LIBRARY",39.354424,-76.700634,"Baltimore","MD","6310 Reisterstown Rd","21215","Baltimore City"
"public","Parking lot hours","2022-11-10","ELEC",79822,"2016-10-01",FALSE,"Light Street Library","LIBRARY",39.275068,-76.611912,"Baltimore","MD","1251 Light St","21230","Baltimore City"
"public","24 hours daily","2023-05-06","ELEC",79830,"2016-11-17",NA,"CHARGE POINT WILDEWOOD APTS",NA,38.30324,-76.52851,"California","MD","23258 Surrey Way","20619","Saint Mary's County"
"public","24 hours daily","2022-11-10","ELEC",79944,"2016-11-18",FALSE,"Roland Park Library","LIBRARY",39.355737,-76.635104,"Baltimore","MD","5108 Roland Ave","21210","Baltimore City"
"public","24 hours daily","2023-05-06","ELEC",80407,"2016-12-22",NA,"MC FLEET CNCL_OFFC_BLD#1",NA,39.08215,-77.150804,"Rockville","MD","100 Maryland Ave","20850","Montgomery County"
"public","24 hours daily","2023-05-06","ELEC",80459,"2016-12-30",NA,"MC FLEET CNCL_OFFC_BLD#2",NA,39.081743,-77.150453,"Rockville","MD","100 Fleet St","20850","Montgomery County"
"private",NA,"2021-02-22","ELEC",80510,"2016-12-15",NA,"Social Security Administration","FED_GOV",39.310462,-76.733555,"Woodlawn","MD","6401 Security Blvd","21207","Baltimore County"
"public","24 hours daily","2022-11-10","ELEC",80542,"2016-12-01",FALSE,"Clifton Park Golf Course","REC_SPORTS_FACILITY",39.3215977900332,-76.587835144458,"Baltimore","MD","2701 St Lo Dr","21213","Baltimore City"
"public","24 hours daily","2022-11-10","ELEC",80543,"2016-12-01",FALSE,"Carroll Park Golf Course","REC_SPORTS_FACILITY",39.27267,-76.648655,"Baltimore","MD","2100 Washington Blvd","21230","Baltimore City"
"public","24 hours daily","2022-11-10","ELEC",80545,"2016-10-18",FALSE,"Cylburn Arboretum","PARK",39.352944,-76.659878,"Baltimore","MD","4975 Greenspring Ave","21209","Baltimore City"
"public","24 hours daily","2022-11-10","ELEC",80546,"2016-10-20",FALSE,"Camden Yards","ARENA",39.284664,-76.619604,"Baltimore","MD","333 W Camden St","21201","Baltimore City"
"private",NA,"2022-09-14","ELEC",80549,"2016-04-28",NA,"TransIT Services of Frederick County","MUNI_GOV",39.436193,-77.437813,"Frederick","MD","1040 Rocky Springs Rd","21702","Frederick County"
"public","24 hours daily","2022-11-10","ELEC",80550,"2016-11-01",FALSE,"Mount Pleasant Ice Arena","ARENA",39.368847,-76.577788,"Baltimore","MD","6101 Hillen Rd","21239","Baltimore City"
"public","24 hours daily","2022-11-10","ELEC",80552,"2016-11-08",FALSE,"Wyndham Garden North BW Parkway","HOTEL",38.937323,-76.917061,"Cheverly","MD","5811 Annapolis Rd","20784","Prince George's County"
"private","Employee use only","2022-09-14","ELEC",80553,"2014-10-15",NA,"Skyline Technology Solutions","OFFICE_BLDG",39.1778878446659,-76.6484677605744,"Glen Burnie","MD","6956 Aviation Blvd","21061","Anne Arundel County"
"public","24 hours daily","2023-05-06","ELEC",80900,"2017-01-16",NA,"DAVID CRAIG STATION 1",NA,39.552581,-76.091382,"Havre de Grace","MD","553-599 MD-7A","21078","Harford County"
"public","24 hours daily","2023-05-06","ELEC",81193,"2017-02-02",NA,"MTA MARC SAVAGE3F",NA,39.123409,-76.796078,"Annapolis Junction","MD","10102 Junction Dr","20701","Howard County"
"public","24 hours daily","2022-11-10","ELEC",81373,"2017-02-06",FALSE,"Herring Run Library Branch","LIBRARY",39.315122,-76.569243,"Baltimore","MD","3801 Erdman Ave","21213","Baltimore City"
"public","24 hours daily","2023-01-10","ELEC",82161,"2017-03-08",FALSE,"Canton Waterfront Park","PARK",39.277178,-76.572417,"Baltimore","MD","3001 Boston St","21224","Baltimore City"
"public","24 hours daily","2022-11-10","ELEC",82162,"2017-03-09",FALSE,"Gwynns Falls Park","PARK",39.309277,-76.70115,"Baltimore","MD","4999 Windsor Mill Rd","21207","Baltimore City"
"public","Garage business hours","2022-11-10","ELEC",82220,"2017-03-31",FALSE,"City of Baltimore - Garage","PARKING_GARAGE",39.262573,-76.616256,"Baltimore","MD","101 W Dickman St","21230","Baltimore City"
"public","24 hours daily","2021-02-22","ELEC",82225,"2016-11-14",FALSE,"Catoctin Mountain Park - Visitor Center","NATL_PARK",39.63378,-77.449906,"Thurmont","MD","14707 Park Central Rd","21788","Frederick County"
"public","24 hours daily","2021-02-22","ELEC",82226,"2016-11-14",FALSE,"Catoctin Mountain Park - Round Meadow","NATL_PARK",39.644424,-77.486954,"Sabillasville","MD","14850 Manahan Rd","21780","Frederick County"
"public","8am-4:30pm daily","2021-02-22","ELEC",82227,"2017-06-16",FALSE,"Catoctin Mountain Park - Headquarters","NATL_PARK",39.626633,-77.439577,"Thurmont","MD","6602 Foxville Rd","21788","Frederick County"
"public","24 hours daily","2023-05-06","ELEC",82316,"2017-04-18",NA,"CLARKSVILLE COMMONS 2",NA,39.211985,-76.93729,"Clarksville","MD","12239-12245 MD-108","21029","Howard County"
"public","24 hours daily","2023-05-06","ELEC",82530,"2017-05-10",NA,"UM PTS PEARL",NA,39.290314,-76.624899,"Baltimore","MD","626-628 W Fayette St","21201","Baltimore City"
"public","24 hours daily","2023-05-06","ELEC",82531,"2017-05-10",NA,"UM PTS PRATT 2",NA,39.286369,-76.62474,"Baltimore","MD","646 W Pratt St","21201","Baltimore City"
"private",NA,"2022-11-10","ELEC",85744,"2017-03-01",NA,"Under Armour - Tide Point Campus","OFFICE_BLDG",39.274092,-76.590789,"Baltimore","MD","1020 Hull St","21230","Baltimore City"
"public","24 hours daily","2022-11-10","ELEC",86081,"2017-07-07",FALSE,"Baltimore Police Department - Western District","MUNI_GOV",39.300619,-76.644695,"Baltimore","MD","1034 N Mount St","21217","Baltimore City"
"public","24 hours daily","2023-01-10","ELEC",86082,"2017-07-06",FALSE,"Middle Branch Park","PARK",39.254879,-76.622308,"Baltimore","MD","3301 Waterview Ave","21230","Baltimore City"
"public","24 hours daily","2022-11-10","ELEC",86084,"2017-07-01",FALSE,"Mount Pleasant Golf Course","REC_SPORTS_FACILITY",39.363692,-76.577699,"Baltimore","MD","6001 Hillen Rd","21239","Baltimore City"
"public","24 hours daily","2022-11-10","ELEC",86085,"2017-07-01",FALSE,"Electric Vehicle Institute","PARK",39.303044,-76.616255,"Baltimore","MD","1120 N Charles St","21201","Baltimore City"
"public","24 hours daily","2022-11-10","ELEC",86086,"2017-07-01",FALSE,"City of Baltimore - Health Department","MUNI_GOV",39.291285,-76.603515,"Baltimore","MD","1001 E Fayette St","21201","Baltimore City"
"public","24 hours daily","2023-05-06","ELEC",86230,"2017-08-03",NA,"100 E. PRATT 100 E PRATT",NA,39.287367,-76.612522,"Baltimore","MD","100 E Pratt St","21202","Baltimore City"
"private",NA,"2022-11-10","ELEC",86709,"2015-10-01",NA,"Municipal Garage","FLEET_GARAGE",39.291785,-76.610539,"Baltimore","MD","200 N Holliday St","21202","Baltimore City"
"public","24 hours daily","2022-11-10","ELEC",86712,"2017-08-09",FALSE,"Roosevelt Center - Municipal Building","MUNI_GOV",39.000738,-76.877355,"Greenbelt","MD","25 Crescent Rd","20770","Prince George's County"
"public","24 hours daily","2022-11-10","ELEC",86713,"2017-08-09",FALSE,"West Street Garage","PARKING_GARAGE",39.276065,-76.613202,"Baltimore","MD","40 E West St","21230","Baltimore City"
"public","24 hours daily","2023-05-06","ELEC",86844,"2017-08-19",NA,"UM PTS LEXINGTON#2",NA,39.292177,-76.62667,"Baltimore","MD","680 W Lexington St","21201","Baltimore City"
"public","24 hours daily","2022-11-10","ELEC",86862,"2017-08-01",FALSE,"C.C. Jackson Recreation Center","MUNI_GOV",39.347048,-76.673296,"Baltimore","MD","4910 Park Heights Ave","21215","Baltimore City"
"public","24 hours daily","2023-05-06","ELEC",87418,"2017-09-07",NA,"GARAGE STATION 03",NA,38.998394,-77.110026,"Bethesda","MD","8600 Old Georgetown Rd","20817","Montgomery County"
"private","Tenant use only","2022-11-10","ELEC",87918,"2017-11-01",NA,"Park Plaza","OFFICE_BLDG",39.117417,-77.180898,"Rockville","MD","2099 Gaither Rd","20850","Montgomery County"
"public","24 hours daily","2023-05-06","ELEC",88033,"2017-10-17",NA,"COLUMBIA ASSOC STATION #3",NA,39.193601,-76.840939,"Columbia","MD","6800 Cradlerock Way","21045","Howard County"
"public","24 hours daily","2023-01-10","ELEC",88040,"2017-10-01",FALSE,"War Memorial Plaza","PARK",39.291217,-76.609467,"Baltimore","MD","441-499 E Lexington St","21202","Baltimore City"
"public","24 hours daily","2022-11-10","ELEC",88041,"2017-10-01",FALSE,"Baltimore Street Garage","PARKING_GARAGE",39.290084,-76.610788,"Baltimore","MD","15 Guilford Ave","21202","Baltimore City"
"public","24 hours daily","2023-01-10","ELEC",88341,"2017-10-30",FALSE,"Museum of Industry","MUSEUM",39.273755,-76.601727,"Baltimore","MD","1415 Key Hwy","21230","Baltimore City"
"private",NA,"2022-11-10","ELEC",88342,"2017-10-12",NA,"Old Town Construction","OFFICE_BLDG",39.245945,-76.833161,"Ellicott City","MD","5304 Dorsey Hall Dr","21042","Howard County"
"public","24 hours daily","2023-05-06","ELEC",88413,"2017-11-11",NA,"COLUMBIA ASSOC STATION2",NA,39.222125,-76.887838,"Columbia","MD","5440 Old Tucker Row","21044","Howard County"
"public","24 hours daily","2022-11-10","ELEC",88428,"2017-11-01",FALSE,"Clifton Mansion","PARK",39.319173,-76.587403,"Baltimore","MD","2701 Saint Lo Dr","21213","Baltimore City"
"private","For city vehicle use only","2020-04-08","ELEC",88504,"2017-11-08",NA,"Rockville City Hall - Employee Parking Lot","MUNI_GOV",39.081293,-77.152554,"Rockville","MD","126 S Washington St","20850","Montgomery County"
"public","24 hours daily","2023-01-10","ELEC",88615,"2017-11-01",FALSE,"Chesapeake House Travel Plaza","TRAVEL_CENTER",39.612124,-76.009519,"Port Deposit","MD","10670 I-95","21904","Cecil County"
"public","24 hours daily","2022-11-10","ELEC",88617,"2017-11-15",FALSE,"Carroll Avenue Street Parking","STREET_PARKING",38.974757,-77.012702,"Takoma Park","MD","7000 Carroll Ave","20912","Montgomery County"
"public","24 hours daily","2022-11-10","ELEC",88636,"2017-11-15",FALSE,"Latrobe Park","PARK",39.268278,-76.591693,"Baltimore","MD","1627 E Fort Ave","21230","Baltimore City"
"public","24 hours daily","2023-05-06","ELEC",88712,"2017-12-07",NA,"NBMUNICIPAL LOT MUNICIPAL LOT",NA,38.708025,-76.532464,"North Beach","MD","9125 Chesapeake Ave","20714","Calvert County"
"public","24 hours daily","2021-05-06","ELEC",89741,"2017-12-01",FALSE,"Downtown Takoma Park","STREET_PARKING",38.978147,-77.006623,"Takoma Park","MD","7224 Carroll Ave","20912","Montgomery County"
"private","For employee use only","2023-04-06","ELEC",89743,"2017-11-09",NA,"Verizon","OFFICE_BLDG",39.070863,-76.959252,"Silver Spring","MD","13100 Columbia Pike","20904","Montgomery County"
"private",NA,"2021-12-09","ELEC",91984,"2018-01-22",NA,"Penguin Random House","OFFICE_BLDG",39.585868,-76.980374,"Westminster","MD","400 Hahn Rd","21157","Carroll County"
"public","24 hours daily","2022-11-10","ELEC",91986,"2018-02-01",FALSE,"Arena Garage - South Howard Street","PARKING_GARAGE",39.287914,-76.619205,"Baltimore","MD","99 S Howard St","21201","Baltimore City"
"public","24 hours daily","2022-11-10","ELEC",91987,"2018-02-01",FALSE,"Caroline Street Garage","PARKING_GARAGE",39.282302,-76.596315,"Baltimore","MD","805 S Caroline St","21231","Baltimore City"
"private",NA,"2022-11-10","ELEC",92010,"2018-02-01",NA,"City of Hyattsville - Municipal Building","MUNI_GOV",38.952849,-76.942214,"Hyattsville","MD","4310 Gallatin St","20781","Prince George's County"
"public","24 hours daily","2022-11-10","ELEC",92011,"2018-02-01",FALSE,"Baltimore City Recreation and Parks","MUNI_GOV",39.276811,-76.570849,"Baltimore","MD","3201 Boston St","21224","Baltimore City"
"public","24 hours daily","2022-11-10","ELEC",92012,"2018-02-01",FALSE,"Tidewater Marina","MUNI_GOV",39.264924,-76.60639,"Baltimore","MD","321 E Cromwell St","21230","Baltimore City"
"public","24 hours daily","2023-05-06","ELEC",92302,"2018-03-07",NA,"WHOLE FOODS MKT COLUMBIA ST1",NA,39.214043,-76.856808,"Columbia","MD","10275 Little Patuxent Pkwy","21044","Howard County"
